node_id	satisfiable	inferred_parents
cellular_nadh	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cellular_potassium_uptake	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
cellular_replicative_capacity	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
cerebral_blood_flow	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
cervical_distension	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cftr_activity	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cgamp_concentration	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cgas_activity	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
chemoreceptor_drive	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
chitotriosidase_activity	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cholesterol_esterification_rate	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
citrate_synthase_activity	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cndp1_activity	true	https://w3id.org/physiomap/ContinuantTrait|https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/Trait
cnt1_activity	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
co2_production	true	https://w3id.org/physiomap/MapVariable|https://w3id.org/physiomap/ProcessTrait|https://w3id.org/physiomap/Trait
